Barcode,Product Name,Brand
076808002430,"MULINO BIANCO, BARILLA, GIROTONDI SHORT BREAD BISCUIT AND CANE SUGAR","Barilla G & R F.Lli S.P.A."
036632006608,"NONFAT YOGURT","The Dannon Company, Inc."
070470158624,"RASPBERRY YOGURT, RASPBERRY","Yoplait USA"
070470158297,"STRAWBERRY YOGURT, STRAWBERRY","Yoplait USA"
070470158648,"TROPICAL YOGURT, TROPICAL","Yoplait USA"
070690023627,"FISHER, CHEF'S NATURALS, WALNUT CHIPS","John B. Sanfilippo & Son, Inc."
722252121721,"CRANBERRY RAZZ HYDRATION ELECTROLYTE DRINK MIX, CRANBERRY RAZZ","Clif Bar and Company"
071430017432,"SMOKY BBQ GREEN CABBAGE, RED CABBAGE, BBQ DRESSING, CARROTS, BBQ SEASONING SLAWESOME! KIT, SMOKY BBQ","Dole Fresh Vegetables Inc."
038900030476,"SMOOTH APPLE-RASPBERRY SAUCE WITH DICES OF APPLE, APPLE RASPBERRY","Dole Packaged Foods, LLC"
034000482191,"WHITE CREME EGG-SHAPED CHIPS, WHITE CREME","The Hershey Company"
017077023252,"CRANBERRY CREME BRULEE CULTURED 1% LOWFAT MILK KEFIR, CRANBERRY CREME BRULEE","Lifeway Foods Inc."
722252488565,"SALTED WATERMELON ENERGY CHEWS, SALTED WATERMELON","Clif Bar and Company"
072878176248,"CILANTRO LIME TAQUERIA TACO SAUCE, CILANTRO LIME","Herdez S.A."
078895135480,"LEE KUM KEE, CHILI BLACK BEAN SAUCE","Lee Kum Kee Co. Ltd."
051000129109,"ROASTED GARLIC & HERB ITALIAN SAUCE, ROASTED GARLIC & HERB","Campbell Soup Company"
051000215918,"CREAMY GARLIC BUTTER COOKING SAUCES, CREAMY GARLIC BUTTER","Campbell Soup Company"
051000220653,"HEARTY BEEF STEW COOKING SAUCES, HEARTY BEEF STEW","Campbell Soup Company"
021131451127,"MEAT LASAGNA WITH MOZZARELLA & RICOTTA CHEESE IN HEARTY MARINARA SAUCE, MEAT LASAGNA","Marie Callender's Retail Foods"
704051704060,"HICKORY SMOKED & SEASONED BABY BACK PORK RIBS WITH BARBECUE SAUCE, HICKORY SMOKED & SEASONED","Smithfield Packaged Meats Corp."
054800051014,"CHICKEN & WILD TENDER LONG GRAIN & WILD RICE WITH CHICKEN FLAVORED SAUCE, CHICKEN & WILD","Uncle Ben's Inc."
013800662309,"CHEESE & FIRE-ROASTED CHILE TAMALE WITH A SWEET & SPICY CHILE SAUCE & CILANTRO-LIME RICE, CHEESE & FIRE-ROASTED CHILE","Nestle Usa-Frozen Food Division"
072745804342,"HONEY BBQ GLAZED BREADED CHICKEN BREAST STRIPS WITH RIB MEAT GLAZED WITH HONEY BBQ SAUCE, HONEY BBQ GLAZED","Perdue Farms Incorporated"
810005132152,"LEMON ALMOND PROTEIN BAR, LEMON ALMOND","Laird Superfood, LLC"
025800039470,"LOADED POTATO SOUP WITH SOUR CREAM, TURKEY BACON, AND CHIVES, TOPPED WITH REDUCED FAT CHEDDAR CHEESE, LOADED POTATO","Kraft Heinz Foods Company"
072745807237,"BBQ CHICKEN BREAST & VEGETABLES BREADED PATTIES WITH RIB MEAT SNACKERS, BBQ","Perdue Farms Incorporated"
072745807275,"FIRECRACKER CHICKEN BREAST & VEGETABLES BREADED PATTIES WITH RIB MEAT SNACKERS, FIRECRACKER","Perdue Farms Incorporated"
602652406294,"CARAMEL ALMOND CEREAL, CARAMEL ALMOND","KIND Inc."
076808007381,"THREE CHEESE TORTELLINI, THREE CHEESE","Barilla G & R F.Lli S.P.A."
042272000401,"MACARONI & SOY CHEEZE, SOY CHEEZE","Amy's Kitchen Inc."
044000033972,"FILLED CRACKERS, S'MORES","Nabisco Biscuit Company"
017696000160,"BEEF & CHEESE TAQUITOS, BEEF & CHEESE","Kraft Heinz Foods Company"
050000635764,"EVAPORATED MILK","Nestle USA Inc."
030000572757,"SUMMER NIGHT S'MORES MINI GRANOLA BARS, SUMMER NIGHT S'MORES","The Quaker Oats Company"
181945000826,"CHERRIES + BERRIES MACROBARS, CHERRIES + BERRIES","GO MACRO LLC"
028000130879,"VANILLA ESPRESSO ULTRA CONCENTRATE 100% ARABICA COFFEE, VANILLA","Nestle USA Inc."
602652171796,"CARAMEL ALMOND & SEA SALT BARS, CARAMEL ALMOND & SEA SALT","KIND Inc."
853152120320,"PROTEIN BAR, COFFEE CRUNCH","PROBAR LLC"
853152006822,"S'MORES FLAVORED MEAL BAR, S'MORES","PROBAR LLC"
073731990155,"WHOLE WHEAT PITA BREADS, WHOLE WHEAT","Mission Foods Inc"
025317005586,"HOMESTYLE BREADED CHICKEN BREAST TENDERS, HOMESTYLE","Hormel Foods Corporation"
073435099307,"HAWAIIAN SWEET SLICED BREAD, COCONUT MACADAMIA NUT","King's Hawaiian Bakery West"
023402081309,"7-GRAIN SPROUTED GRAIN SLICED BREAD, 7-GRAIN","Quaker Bakery Brands, Inc."
070077810468,"BREADED CHICKEN AND VEGETABLES WITH PINEAPPLE FRIED RICE., PINEAPPLE CHICKEN","Ajinomoto Foods North America, Inc."
030000054505,"BUTTERMILK CORN MEAL MIX, BUTTERMILK","The Quaker Oats Company"
054800422883,"CHEESY TACO & RICE SEASONING MIX SKILLET MEAL, CHEESY TACO & RICE","Uncle Ben's Inc."
041143090763,"VANILLA YOGURT FLAVORED RAISINS, VANILLA YOGURT","Sun-Maid Growers of California"
025317778008,"APPLEGATE, YOGURT CHEESE","Hormel Foods Corporation"
802763040039,"AMAZIN PRUNES, GREEK YOGURT","Sunsweet Growers, Inc."
041143092491,"YOGURT RAISINS, ORANGE CREAM","Sun-Maid Growers of California"
077782024012,"FOUR CHEESE ITALIAN SAUSAGE, FOUR CHEESE ITALIAN","Johnsonville Sausage, L.L.C."
042272013302,"VEGAN PESTO & ROASTED ARTICHOKE VEGGIE CRUST PIZZA, VEGAN PESTO & ROASTED ARTICHOKE","Amy's Kitchen Inc."
896859000861,"ORGANIC PIZZA SAUCE","Sky Valley Foods Inc."
074027500126,"HOISIN SAUCE, HOISIN","Milky Way Int'L Trading Corp"
074027500034,"OYSTER SAUCE, OYSTER","Milky Way Int'L Trading Corp"
873934000084,"PREMIUM SOY SAUCE","Aloha Shoyu Company, Ltd."
024000047360,"SAUCE WITH GARLIC & ONION","Del Monte Foods Inc."
058807481669,"BAR-B-Q GOURMET POPPING CORN, BAR-B-Q","ORVILLE REDENBACHER'S"
044100102172,"4% SMALL CURD COTTAGE CHEESE WITH PINEAPPLE ADDED, PINEAPPLE","HP Hood LLC"
041570109984,"HONEY MUSTARD FLAVORED CRACKER SNACKS, HONEY MUSTARD","Blue Diamond Growers"
034000476046,"MILK CHOCLATE & PEANUT BUTTER HEARTS, MILK CHOCLATE & PEANUT BUTTER","The Hershey Company"
050000839551,"FAT FREE EVAPORATED MILK","Nestle USA Inc."
076808001457,"GRAIN & LEGUME PASTA, SPAGHETTI, ANGEL HAIR","Barilla G & R F.Lli S.P.A."
041679516768,"BALANCED NUTRITIONAL DRINK","Nestle Healthcare Nutrition, Inc."
050000538812,"CREAMY STRAWBERRY FLAVOR NUTRITIONAL DRINK, CREAMY STRAWBERRY","Nestle USA Inc."
050000774159,"GRAB AND GO NUTRITIONAL DRINK, CREAMY STRAWBERRY, CREAMY STRAWBERRY","Nestle USA Inc."
048500203101,"COCOA & HONEY FLAVORED COLD BREW PREMIUM COFFEE BEVERAGE, COCOA & HONEY","Tropicana Products, Inc."
785357019355,"COFFEE, CARAMEL MACCHIATO","Peet's Coffee and Tea, Inc."
180626000926,"COLD BREW COFFEE","Stumptown Coffee Roasters Inc."
180626000360,"COLD BREW COFFEE WITH MILK","Stumptown Coffee Roasters Inc."
028000046378,"DARK ROAST INSTANT COFFEE MIX","Nestle USA Inc."
052000010893,"ELECTROLYTE WATER BEVERAGE MIX, RASPBERRY LEMONADE","The Quaker Oats Co./gatorade-Van Camp"
800222000969,"FRESH ROASTED DIRECT TRADE COLD COFFEE","Intelligentsia Coffee & Tea, Inc."
073472004005,"SPROUTED ORIGINAL WAFFLES","Food For Life Baking Co Inc"
017077402163,"ORIGINAL TART AND TANGY FROZEN KEFER, ORIGINAL","Lifeway Foods Inc."
051900006067,"CHICKEN BACON HIGH PROTEIN CHIPS, CHICKEN BACON","Land O'Frost, Inc."
044700071960,"CHIPS","Oscar Mayer Foods Corp."
025800039340,"FISH & CHIPS","H.J. Heinz Company"
013000510448,"BREAD & BUTTER CHIPS","Heinz USA"
013000005784,"HAMBURGER DILL CHIPS","Kraft Heinz Foods Company"
080000518828,"WILD ALBACORE TUNA IN WATER WITH LEMON AND DILL, LEMON AND DILL","StarKist Co."
017077128322,"MIXED BERRY KEFIR CULTURED LOWFAT MILK, MIXED BERRY","Lifeway Foods Inc."
017077171168,"MIXED BERRY PROTEIN KEFIR LOWFAT CULTURED MILK SMOOTHIE, MIXED BERRY","Lifeway Foods Inc."
070470290621,"STRAWBERRY BANANA FLAVORED SMOOTH STYLE ORIGINAL LOW FAT YOGURT, STRAWBERRY BANANA","Yoplait USA"
070470004303,"STRAWBERRY FLAVORED SMOOTH STYLE ORIGINAL LOW FAT YOGURT, STRAWBERRY","Yoplait USA"
017077667326,"TRIPLE BERRY TART KEFIR CULTURED LOWFAT MILK SMOOTHIE, TRIPLE BERRY TART","Lifeway Foods Inc."
017077102063,"KEFIR CUP STRAINED CULTURED LOWFAT MILK WITH BLUEBERRY LAVENDER, BLUEBERRY LAVENDER","Lifeway Foods Inc."
017077101066,"KEFIR CUP STRAINED CULTURED LOWFAT MILK WITH STRAWBERRY ROSEHIP, STRAWBERRY ROSEHIP","Lifeway Foods Inc."
017077502061,"ORGANIC SKYR TRADITIONAL ICELANDIC WHOLE MILK YOGURT WITH BLUEBERRIES, BLUEBERRIES","Lifeway Foods Inc."
072745537844,"ST. LOUIS STYLE SEASONED & HARDWOOD SMOKED PORK SPARERIBS IN BARBEQUE SAUCE, ST. LOUIS STYLE","Perdue Farms Incorporated"
070847015246,"ENERGY ICED TEA DRINK, PINK LEMONADE","Monster Energy Company"
070847006121,"ICED TEA","Monster Energy Company"
013800554789,"SALISBURY STEAK ROASTED PATTIES MADE WITH NATURAL BEEF AND PORK TOPPED WITH ONIONS & GRAVY, SALISBURY STEAK","Nestle Usa-Frozen Food Division"
072745538032,"ST. LOUIS STYLE PORK SPARERIBS IN BARBEQUE SAUCE, ST. LOUIS STYLE","Perdue Farms Incorporated"
071429014664,"CILANTRO LIME FLAVORED LONG GRAIN RICE WITH LIME & SPICES, CILANTRO LIME","Zatarain's Inc."
024000255369,"HARVEST TOMATO SAUCE, HARVEST TOMATO","Del Monte Foods Inc."
042272012350,"THAI VEGETABLES & RICE IN A COCONUT CASHEW SAUCE BOWLS, THAI VEGETABLES & RICE IN A COCONUT CASHEW SAUCE","Amy's Kitchen Inc."
850687300050,"GOLDEN THAI MARINADE & SAUCE, GOLDEN THAI","California Olive Ranch, Inc."
042272007479,"CHIPOTLE IN A ZESTY TOMATO SAUCE BAKED BEANS, CHIPOTLE","Amy's Kitchen Inc."
042272007486,"WESTERN IN A SMOKY MAPLE SAUCE BAKED BEANS, WESTERN","Amy's Kitchen Inc."
041129000052,"TRADITIONAL BASIL PESTO SAUCE & SPREAD, TRADITIONAL BASIL PESTO","Riviana Foods Inc."
042272011896,"MEXICAN CASSEROLE BOWLS TOPPED WITH ENCHILADA SAUCE AND CHEESE, MEXICAN CASSEROLE","Amy's Kitchen Inc."
041129000069,"SUN-DRIED TOMATO PESTO SAUCE & SPREAD, SUN-DRIED TOMATO PESTO","Riviana Foods Inc."
042272013364,"MEXICAN INSPIRED VEGGIES & BLACK BEANS WITH RICED CAULIFLOWER IN A CHIPOTLE CASHEW SAUCE, MEXICAN INSPIRED","Amy's Kitchen Inc."
021131800383,"CHICKEN PICCATA PENNE PASTA AND WHITE WINE LEMON BUTTER SAUCE WITH WHITE MEAT CHICKEN AND SPINACH, CHICKEN PICCATA","Marie Callender's Retail Foods"
029000008038,"65% WHIPPED SOFT SPREAD WITH SWEET CREAM BUTTERMILK, SWEET CREAM BUTTERMILK","Nabisco Food Company"
075900003536,"HARD-BOILED EGG WITH PISTACHIOS & CHEDDAR CHEESE","Bob Evans Farms Inc"
181945000154,"BANANA + ALMOND BUTTER PROLONGED POWER MACROBAR, BANANA + ALMOND BUTTER","GO MACRO LLC"
853555006429,"BLUEBERRY + CASHEW BUTTER BLISSFUL DAYBREAK MACROBAR, BLUEBERRY + CASHEW BUTTER","GO MACRO LLC"
013800188038,"CHICKEN FETTUCCINE WHITE MEAT CHICKEN & PASTA IN ALFREDO SAUCE COMFORT CRAVINGS, CHICKEN FETTUCCINE","Nestle Usa-Frozen Food Division"
070470451091,"MARGARITA FLAVORED LIGHT FAT FREE YOGURT, MARGARITA","Yoplait USA"
049900302708,"PINEAPPLE 1.5% LOWFAT SMALL CURD COTTAGE CHEESE, PINEAPPLE","Kraft Heinz Foods Company"
070470461557,"PINEAPPLE GREEK FAT FREE YOGURT, PINEAPPLE","Yoplait USA"
764014293529,"ITALIAN STYLE WITH MOZZARELLA CHEESE SMOKED CHICKEN SAUSAGE, ITALIAN STYLE WITH MOZZARELLA CHEESE","Aidells Sausage Company"
049900100205,"FAT FREE SMALL CURD COTTAGE CHEESE","Kraft Heinz Foods Company"
072830441322,"PACIFIC NORTHWEST HONEY FARMSTYLE GREEK STRAINED NONFAT YOGURT, PACIFIC NORTHWEST HONEY","Tillamook County Creamery Association"
053136892636,"SMOKEHOUSE BARBECUE NUTS SEASONED VIRGINIA PEANUTS, SMOKEHOUSE BARBECUE NUTS","Smithfield Farmland Corp."
025000000294,"SIMPLY, PRESSED APPLE JUICE","The Minute Maid Company"
041800705580,"SPARKLING NON-ALCOHOLIC WHITE GRAPE JUICE COCKTAIL, WHITE GRAPE","Welch Foods Inc"
041800705337,"SPARKLING RED 100% GRAPE JUICE","Welch Foods Inc"
041800705573,"SPARKLING RED GRAPE JUICE COCKTAIL, RED GRAPE","Welch Foods Inc"
041800705344,"SPARKLING WHITE 100% GRAPE JUICE","Welch Foods Inc"
082592010292,"VALENCIA ORANGE COLD PRESSED ORGANIC ORANGE JUICE, VALENCIA ORANGE","Naked Juice"
041800302161,"WATERMELON JUICES FROM CONCENTRATE","Welch Foods Inc"
076183270578,"WATERMELON LEMONADE 10% JUICE - FROM A BLEND OF LEMON AND WATERMELON JUICES, WATERMELON","Snapple Beverage Corp."
025000040146,"WATERMELON PUNCH NATURAL WATERMELON FLAVOR","The Minute Maid Company"
041800203505,"WELCH'S, 100% GRAPE JUICE","Welch Foods Inc"
028000108366,"WHITE GRAPE FLAVORED 100% JUICE BLEND FROM CONCENTRATE, WHITE GRAPE","Nestle USA Inc."
041800704149,"WHITE GRAPE SPARKLING JUICE COCKTAIL FROM CONCENTRATE, WHITE GRAPE","Welch Foods Inc"
021131800451,"MARIE CALLENDER'S, MAC & CHEESE","Marie Callender's Retail Foods"
025000058738,"LEMONADE LIGHT LEMON JUICE, LEMONADE","The Minute Maid Company"
071700186219,"ORANGE JUICE FROM CONCENTRATE, ORANGE","HP Hood LLC"
074027063003,"PEACH SLICES IN ALL NATURAL JUICE","Milky Way Int'L Trading Corp"
024000248873,"PINEAPPLE CHUNKS IN 100% PINEAPPLE JUICE","Del Monte Foods Inc."
024000017776,"PINEAPPLE TIDBITS IN ITS OWN JUICE","Del Monte Foods Inc."
041800202812,"RED SANGRIA JUICE, RED SANGRIA","Welch Foods Inc"
041800705535,"SPARKLING FRUIT PUNCH JUICE BEVERAGE","Welch Foods Inc"
041800302635,"MANGO PINEAPPLE FLAVORED JUICE DRINK BLEND OF CARROT, GRAPE, MANGO AND PINEAPPLE JUICES, MANGO PINEAPPLE","Welch Foods Inc"
041800352166,"TROPICAL CARROT FLAVORED JUICE DRINK BLEND OF CARROT, GRAPE, MANGO AND PINEAPPLE JUICES, TROPICAL CARROT","Welch Foods Inc"
041800316007,"100% APPLE JUICE FROM CONCENTRATE, APPLE","Welch Foods Inc"
071921893682,"SICILIAN RECIPE CRISPY THIN CRUST PIZZA, SICILIAN RECIPE","Nestle USA Inc."
071921723712,"TOMATO MOZZARELLA WITH PESTO THIN & CRISPY PIZZA, TOMATO MOZZARELLA WITH PESTO","Nestle USA Inc."
015300014329,"HOT & SPICY BUFFALO CHICKEN FLAVOR PENNE PASTA, CAYENNE RED PEPPER SAUCE AND CHICKEN BROTH, HOT & SPICY BUFFALO CHICKEN","The Quaker Oats Co/golden Grain"
815709024222,"SALTED CARAMEL PROTEIN CRISP BAR, SALTED CARAMEL","Bulletproof Digital, Inc."
042272007400,"CARROT GINGER ORGANIC SOUPS, CARROT GINGER","Amy's Kitchen Inc."
042272005062,"CREAM OF MUSHROOM SEMI-CONDENSED ORGANIC SOUPS, CREAM OF MUSHROOM","Amy's Kitchen Inc."
030000169247,"CHEDDAR RICE CRISPS, CHEDDAR","The Quaker Oats Company"
021000071302,"MOZZARELLA LOW-MOISTURE CREAMY STRING CHEESE, MOZZARELLA","Kraft Heinz Foods Company"
021000019786,"MOZZARELLA LOW-MOISTURE PART-SKIM MOZZARELLA STRING CHEESE, MOZZARELLA","Kraft Heinz Foods Company"
021000006632,"MOZZARELLA LOW-MOISTURE PART-SKIM STRING CHEESE, MOZZARELLA","Kraft Heinz Foods Company"
046100001059,"SLICED COLBY NATURAL CHEESE, COLBY","Sargento Foods Inc"
046100002230,"ULTRA THIN COLBY-JACK NATURAL CHEESE SLICES, COLBY-JACK","Sargento Foods Inc"
021000070916,"VERDE SALSA, VERDE","Kraft Heinz Foods Company"
034000239962,"COOKIES 'N' CREME BAR, COOKIES 'N' CREME","The Hershey Company"
021000068456,"COLBY & PEPPER JACK COLBY AND MONTEREY JACK CHEESES WITH JALAPENO PEPPERS, COLBY & PEPPER JACK","Kraft Heinz Foods Company"
042272009909,"PESTO GLUTEN FREE RICE CRUST PIZZA, PESTO","Amy's Kitchen Inc."
042272012435,"VEGAN PESTO & ROASTED ARTICHOKE PIZZA, VEGAN PESTO & ROASTED ARTICHOKE","Amy's Kitchen Inc."
042272001934,"SPINACH GLUTEN FREE RICE CRUST PIZZA, SPINACH","Amy's Kitchen Inc."
042272012442,"VEGAN MEATLESS PEPPERONI GLUTEN FREE PIZZA, VEGAN MEATLESS PEPPERONI","Amy's Kitchen Inc."
082592010773,"TROPICAL PROTEIN BLEND WITH 4 JUICES, TROPICAL","Naked Juice"
041570143759,"UNSWEETENED ALMOND PROTEIN POWDER DRINK MIX, UNSWEETENED","Blue Diamond Growers"
041570143384,"VANILLA ALMOND PROTEIN POWDER DRINK MIX, VANILLA","Blue Diamond Growers"
052159006037,"STRAWBERRY ORGANIC DAIRY FREE SOY YOGURT, STRAWBERRY","Stonyfield Farm Inc"
181945000086,"GRANOLA + COCONUT BALANCED GOODNESS MACROBAR, GRANOLA + COCONUT","GO MACRO LLC"
602652170607,"KIND, ALMOND PROTEIN BAR, HICKORY SMOKED, HICKORY SMOKED","KIND Inc."
181945000130,"MACROBAR, SWEET REVIVAL, SESAME BUTTER + DATES","GO MACRO LLC"
602652171673,"MADAGASCAR VANILLA ALMOND NUTS & SPICES BARS, MADAGASCAR VANILLA ALMOND","KIND Inc."
853152120016,"MEAL BAR","PROBAR LLC"
853152100018,"MEAL THE SIMPLY REAL BAR, ORIGINAL TRAIL MIX","PROBAR LLC"
075900007367,"SAUSAGE, EGG & CHEESE BISCUITS","Bob Evans Farms Inc"
013800568090,"FIVE CHEESE LASAGNA LAYERS OF FRESHLY MADE PASTA AND CHEESE IN A BRIGHT AND HERBY TOMATO SAUCE, FIVE CHEESE LASAGNA","Nestle Usa-Frozen Food Division"
013800927699,"KOREAN-STYLE BBQ SAUCE & MEATBALLS, KOREAN-STYLE BBQ","Nestle Usa-Frozen Food Division"
013800303424,"MACARONI & CHEESE","Nestle Usa-Frozen Food Division"
013800783974,"RICOTTA CHEESE & SPINACH RAVIOLI IN A RICH TOMATO GARLIC SAUCE, RICOTTA CHEESE & SPINACH","Nestle Usa-Frozen Food Division"
013800171320,"SHRIMP & ANGEL HAIR PASTA IN A CREAMY WINE SAUCE, SHRIMP & ANGEL HAIR PASTA","Nestle Usa-Frozen Food Division"
017400223267,"CILANTRO & LIME JASMINE RICE, CILANTRO & LIME","Riviana Foods Inc."
017400223212,"CILANTRO LIMON JASMINE RICE, CILANTRO LIMON","Riviana Foods Inc."
041143052471,"WATERMELON SOUR GOLDEN RAISINS SNACKS, WATERMELON","Sun-Maid Growers of California"
818148020688,"LEMON PEPPER DRESSING & MARINADE, LEMON PEPPER","Tessemae's LLC"
072878275101,"MEDIUM SALSA CASERA, MEDIUM","Herdez S.A."
042272004003,"MEDIUM SALSA, MEDIUM","Amy's Kitchen Inc."
072878275637,"MILD SALSA CASERA, MILD","Herdez S.A."
042272004010,"MILD SALSA, MILD","Amy's Kitchen Inc."
896859000120,"KOREAN BBQ SAUCE","Sky Valley Foods Inc."
858867005603,"ORGANIC PLUM SAUCE","Sky Valley Foods Inc."
027815004573,"PIZZA SAUCE DIPPERS","Smithfield Packaged Meats Corp."
078895126396,"PREMIUM SOY SAUCE","Lee Kum Kee Co. Ltd."
078895121933,"SAUCE FOR LEMON CHICKEN","Lee Kum Kee Co. Ltd."
078895124651,"SAUCE FOR TERIYAKI CHICKEN","Lee Kum Kee Co. Ltd."
855140002137,"COCONUT CASHEW GRAIN-FREE SUPERFOOD BAR, COCONUT CASHEW","Purely Elizabeth"
073570530628,"BUTTERMILK RANCH FOOTBOWL DIP, BUTTERMILK RANCH","HP Hood LLC"
046100400142,"COLBY-JACK FINE CUT SHREDDED NATURAL CHEESE, COLBY-JACK","Sargento Foods Inc"
072745804762,"WHOLE GRAIN BREADED CHICKEN BREAST TENDERS PATTIES WITH RIB MEAT, WHOLE GRAIN","Perdue Farms Incorporated"
788434103985,"S'MORES FLAVORED PROTEIN BARS, S'MORES","The Hershey Company"
070470452289,"MANGO FLAVORED GREEK 100 PROTEIN FAT FREE YOGURT, MANGO","Yoplait USA"
070470452265,"PINEAPPLE FLAVORED GREEK 100 PROTEIN FAT FREE YOGURT, PINEAPPLE","Yoplait USA"
070470146072,"RASPBERRY FLAVORED PROTEIN YOGURT-CULTURED ULTRA-FILTERED MILK, RASPBERRY","Yoplait USA"
846675002389,"SNACK SIZE SANDWICH BAR, BLUEBERRY & OATMEAL","Campbell Soup Company"
070470444499,"BANANA CARAMEL FLAVORED GREEK 100 PROTEIN FAT FREE YOGURT, BANANA CARAMEL","Yoplait USA"
070470363110,"CARAMEL LATTE FLAVORED GREEK 100 PROTEIN FAT FREE YOGURT, CARAMEL LATTE","Yoplait USA"
070470461595,"STRAWBERRY BANANA FLAVORED GREEK 100 PROTEIN FAT FREE YOGURT, STRAWBERRY BANANA","Yoplait USA"
070470743158,"TROPICAL FRUIT FLAVORED GREEK 100 PROTEIN FAT FREE YOGURT, TROPICAL FRUIT","Yoplait USA"
070470400174,"ORANGE CREME FLAVORED PROTEIN GREEK 100 CALORIES FAT FREE YOGURT, ORANGE CREME","Yoplait USA"
044000065843,"FOUR CHEESE & HERB CHEESE CRISPERS POTATO AND WHEAT CHIPS, FOUR CHEESE & HERB","Nabisco Biscuit Company"
044000022808,"FOUR CHEESE CRACKERFULS FILLED CRACKERS, FOUR CHEESE","Nabisco Biscuit Company"
044000051075,"MULTIGRAIN TOASTED CHIPS, MULTIGRAIN","Nabisco Biscuit Company"
030000572559,"NACHO CHEESE ALMOND FLOUR TORTILLA STYLE CHIPS, NACHO CHEESE","The Quaker Oats Company"
044000051105,"ORIGINAL CORN & WHEAT TOASTED CHIPS, ORIGINAL","Nabisco Biscuit Company"
044000051044,"ORIGINAL TOASTED CHIPS, ORIGINAL","Nabisco Biscuit Company"
044000055530,"ORIGINAL WITH CREAMY ONION & SEA SALT CRISP & THINS POTATO AND WHEAT CHIPS, ORIGINAL WITH CREAMY ONION & SEA SALT","Nabisco Biscuit Company"
071430001653,"QUINOA DIP, DRIED CRANBERRIES & CHERRIES, HERB CROSTINI CRACKERS MINI MEAL","Dole Fresh Vegetables Inc."
030000572566,"RANCH ALMOND FLOUR TORTILLA STYLE CHIPS, RANCH","The Quaker Oats Company"
044000015596,"RITZ, TOASTED CHIPS, ORIGINAL, ORIGINAL","Nabisco Biscuit Company"
044000058012,"ROSEMARY & JALAPENO WOVEN WITH CHIA SEEDS CRACKERS, ROSEMARY & JALAPENO","Nabisco Biscuit Company"
044000043254,"SALSA VERDE CORN & WHEAT TOASTED CHIPS, SALSA VERDE","Nabisco Biscuit Company"
044000050948,"SALT & VINEGAR CRISP & THINS POTATO AND WHEAT CHIPS, SALT & VINEGAR","Nabisco Biscuit Company"
044000055196,"SMOKED CHIPOTLE CRISP & THINS POTATO AND WHEAT CHIPS, SMOKED CHIPOTLE","Nabisco Biscuit Company"
044000057343,"SOUR CREAM & ONION TOASTED CHIPS, SOUR CREAM & ONION","Nabisco Biscuit Company"
044000037000,"SOUR CREAM AND ONION TOASTED CHIPS, SOUR CREAM AND ONION","Nabisco Biscuit Company"
044000036232,"SOUTHWEST CHILI TOASTED CHIPS, SOUTHWEST CHILI","Nabisco Biscuit Company"
043000083529,"ACAI BLUEBERRY DRINK MIX PACKETS, ACAI BLUEBERRY","Kraft Heinz Foods Company"
043000005989,"BERRY SANGRIA LIQUID DRINK MIX, BERRY SANGRIA","Kraft Heinz Foods Company"
043000083567,"BLACK CHERRY DRINK MIX PACKETS, BLACK CHERRY","Kraft Heinz Foods Company"
043000006191,"BLACKBERRY LEMONADE LIQUID DRINK MIX, BLACKBERRY LEMONADE","Kraft Heinz Foods Company"
043000080917,"BRRR BERRY ARTIFICIALLY FLAVORED DRINK, BRRR BERRY","Kraft Heinz Foods Company"
043000955628,"CAFFEINE FREE CHERRY UNSWEETENED DRINK MIX, CHERRY","Kraft Heinz Foods Company"
043000955635,"CAFFEINE FREE GRAPE UNSWEETENED DRINK MIX, GRAPE","Kraft Heinz Foods Company"
043000955611,"CAFFEINE FREE STRAWBERRY UNSWEETENED DRINK MIX, STRAWBERRY","Kraft Heinz Foods Company"
043000945421,"CLASSIC ORANGE FLAVOR DRINK MIX, CLASSIC ORANGE","Kraft Heinz Foods Company"
043000046012,"DRINK MIX, HALF LEMONADE & HALF ICED TEA","Kraft Heinz Foods Company"
049000057171,"ICED COFFEE DRINK WITH DOMORI COCOA & LOWFAT MILK","Coca-Cola USA Operations"
049000065329,"ICED COFFEE DRINK WITH LOWFAT MILK & COCOA, CAPPUCCINO","Coca-Cola USA Operations"
043000023457,"KOOL-AID, SINGLES, DRINK MIX, ORANGE, ORANGE","Kraft Heinz Foods Company"
043000955697,"LEMONADE CAFFEINE FREE UNSWEETENED DRINK MIX, LEMONADE","Kraft Heinz Foods Company"
043000069356,"LEMONADE FLAVORED LOW CALORIE DRINK MIX, LEMONADE","Kraft Heinz Foods Company"
043000006283,"MANGO PASSIONFRUIT LIQUID DRINK MIX, MANGO PASSIONFRUIT","Kraft Heinz Foods Company"
043000083536,"MANGO PINEAPPLE DRINK MIX PACKETS, MANGO PINEAPPLE","Kraft Heinz Foods Company"
043000083550,"MIXED BERRY PROTEIN DRINK MIX, MIXED BERRY","Kraft Heinz Foods Company"
043000075883,"MOCHA + S'MORES COFFEE DRINK MIX, MOCHA + S'MORES","Kraft Heinz Foods Company"
087684008737,"ORGANIC APPLE JUICE DRINK FROM CONCENTRATE, APPLE","Kraft Heinz Foods Company"
657622721006,"ORGANIC JUICE DRINK, POMEGRANATE BLUE, POMEGRANATE BLUE","The Coca-Cola Company"
043000078723,"PEACH HARVEST ICED TEA DRINK, PEACH HARVEST","Kraft Heinz Foods Company"
